key_resp_15.keys,key_resp_15.rt,key_resp_16.keys,key_resp_16.rt,key_resp_4.keys,key_resp_4.rt,next_letter.thisRepN,next_letter.thisTrialN,next_letter.thisN,next_letter.thisIndex,next_letter.ran,letter,participant,Wiek*,Płeć,date,expName,psychopyVersion,OS,frameRate,study_id,session,simple_recall,key_resp_5.keys,key_resp_5.rt,simple_recall_corr,simple_recall_corrkeys,next_level.thisRepN,next_level.thisTrialN,next_level.thisN,next_level.thisIndex,next_level.ran,key_resp_2.keys,key_resp_2.rt,digit_answer,key_resp.keys,key_resp.corr,key_resp.rt,RT_list,next_equation.thisRepN,next_equation.thisTrialN,next_equation.thisN,next_equation.thisIndex,next_equation.ran,Task,Trial,Problem,Operation_answer,processing_score,sumRT,meanRT,sumdiff,sd,RT,key_resp_3.keys,key_resp_3.rt,repeat_practice.thisRepN,repeat_practice.thisTrialN,repeat_practice.thisN,repeat_practice.thisIndex,repeat_practice.ran,key_resp_6.keys,key_resp_6.rt,key_resp_11.keys,key_resp_11.corr,operation_correct,repeat_if_wrong_prac.thisRepN,repeat_if_wrong_prac.thisTrialN,repeat_if_wrong_prac.thisN,repeat_if_wrong_prac.thisIndex,repeat_if_wrong_prac.ran,key_resp_11.rt,span_size_prac.thisRepN,span_size_prac.thisTrialN,span_size_prac.thisN,span_size_prac.thisIndex,span_size_prac.ran,complex_recall_practice,key_resp_9.keys,key_resp_9.corr,key_resp_9.rt,complex_prac_corr,span_recall_prac.thisRepN,span_recall_prac.thisTrialN,span_recall_prac.thisN,span_recall_prac.thisIndex,span_recall_prac.ran,key_resp_10.keys,key_resp_10.rt,key_resp_7.keys,key_resp_7.corr,key_resp_7.rt,repeat_if_wrong.thisRepN,repeat_if_wrong.thisTrialN,repeat_if_wrong.thisN,repeat_if_wrong.thisIndex,repeat_if_wrong.ran,span_size.thisRepN,span_size.thisTrialN,span_size.thisN,span_size.thisIndex,span_size.ran,complex_recall,key_resp_8.keys,key_resp_8.corr,key_resp_8.rt,complex_recall_corr,complex_recall_corrkeys,span_recall.thisRepN,span_recall.thisTrialN,span_recall.thisN,span_recall.thisIndex,span_recall.ran,key_resp_13.keys,key_resp_13.corr,random_loop.thisRepN,random_loop.thisTrialN,random_loop.thisN,random_loop.thisIndex,random_loop.ran,key_resp_13.rt,key_resp_12.keys,key_resp_12.rt
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,33,0,33,0,1,,,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""period""]",0,34,0,34,0,1,[0.263499999999965],,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""period"",""comma""]",0,35,0,35,0,1,"[0.1016000000238364,1.82289999997613]",,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""period""]",0,36,0,36,0,1,[1.3453999999761663],,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""comma""]",0,37,0,37,0,1,[0.710700000047666],,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""period"",""comma""]",0,38,0,38,0,1,"[0.10979999995231537,1.9027999999523217]",,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,39,0,39,0,1,,,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""period""]",0,40,0,40,0,1,[0.1343000000715051],,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""period""]",0,41,0,41,0,1,[0.12199999999995725],,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""period""]",0,42,0,42,0,1,[0.6199000000954129],,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""period""]",0,43,0,43,0,1,[0.2672000000476942],,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""period""]",0,44,0,44,0,1,[0.26770000004768235],,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""comma""]",0,45,0,45,0,1,[0.26760000002389006],,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""period"",""period""]",0,46,0,46,0,1,"[0.134700000047701,1.9164000000953934]",,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,47,0,47,0,1,,,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""period""]",0,48,0,48,0,1,[0.0014999999999645297],,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""period""]",0,49,0,49,0,1,[0.27410000002385004],,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""comma""]",0,50,0,50,0,1,[0.4502999999523354],,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""period""]",0,51,0,51,0,1,[0.2723999999761304],,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""comma""]",0,52,0,52,0,1,[0.2785000000000082],,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""period""]",0,53,0,53,0,1,[0.3337999999523049],,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""period""]",0,54,0,54,0,1,[0.4908000000715447],,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""comma""]",0,55,0,55,0,1,[0.5394999999999754],,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""period""]",0,56,0,56,0,1,[0.238700000047686],,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""comma""]",0,57,0,57,0,1,[0.13749999999998863],,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""period"",""period""]",0,58,0,58,0,1,"[0.06800000000004047,1.81639999997617]",,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""period""]",0,59,0,59,0,1,[1.7982999999523486],,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""period""]",0,60,0,60,0,1,[1.7968999999761195],,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,61,0,61,0,1,,,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""comma""]",0,62,0,62,0,1,[0.8339000000953547],,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""comma""]",0,63,0,63,0,1,[1.9666000000238455],,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,64,0,64,0,1,,,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""period""]",0,65,0,65,0,1,[0.0281000000238123],,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""period""]",0,66,0,66,0,1,[0.28419999992848943],,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""period""]",0,67,0,67,0,1,[0.10079999995235767],,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,68,0,68,0,1,,,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""period""]",0,69,0,69,0,1,[1.9718999999761309],,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""period""]",0,70,0,70,0,1,[1.5563000000714737],,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""comma"",""period""]",0,71,0,71,0,1,"[0.0852000000476778,1.399799999952279]",,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""comma"",""period"",""period""]",0,72,0,72,0,1,"[0.40279999995232174,0.7412999999523322,1.8525000000000205]",,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""period""]",0,73,0,73,0,1,[0.4379999999999882],,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""period"",""period"",""period""]",0,74,0,74,0,1,"[0.18379999995232765,1.6826000000238537,1.9361000000238278]",,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""comma"",""comma""]",0,75,0,75,0,1,"[1.0501000000238605,1.718500000000006]",,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""period"",""comma"",""period""]",0,76,0,76,0,1,"[0.6237000000476769,0.9193000000715301,1.7478000000715497]",,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""period"",""period""]",0,77,0,77,0,1,"[0.6504999999999654,1.8066000000238205]",,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""comma"",""comma""]",0,78,0,78,0,1,"[0.23390000009544565,1.200400000095442]",,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""comma"",""comma""]",0,79,0,79,0,1,"[0.2586000000237618,0.5748999999760827]",,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""comma"",""comma"",""comma""]",0,80,0,80,0,1,"[0.40079999995236903,0.7203999999761663,0.95279999995239]",,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""period"",""period"",""period"",""period"",""period""]",0,81,0,81,0,1,"[0.1697999999523745,0.866599999904679,1.1162999999522754,1.2994999999999663,1.5832999999523736]",,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""period"",""comma"",""period"",""comma"",""period"",""comma"",""period"",""period""]",0,82,0,82,0,1,"[0.027500000000031832,0.8432999999522508,1.0914999999999964,1.1662999999523436,1.3327999999522717,1.4357999999523372,1.5024999999999409,1.6779999999999973]",,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""period"",""period"",""period"",""comma"",""period"",""comma"",""period"",""comma"",""comma"",""period"",""comma"",""comma""]",0,83,0,83,0,1,"[0.2072000000476919,0.45870000004765643,0.5939000000953456,0.7832000000477137,0.9163000000714874,1.0080000000000382,1.1053000000715656,1.28680000007148,1.5272000000476282,1.6397000000476964,1.7482000000476319,1.9154999999999518]",,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""comma"",""comma"",""comma"",""period"",""comma"",""period"",""period"",""period"",""period"",""comma"",""comma""]",0,84,0,84,0,1,"[0.3670000000000755,0.472600000023931,0.5897000000477419,0.7462999999523845,0.8667999999523772,0.9718999999762445,1.2393999999761718,1.4197999999523745,1.5402999999523672,1.77510000002394,1.97589999997615]",,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""comma"",""comma"",""comma"",""period"",""comma"",""period"",""period"",""period"",""comma"",""period"",""period""]",0,85,0,85,0,1,"[0.14370000004771555,0.32460000002390643,0.46699999999998454,0.5838000000716193,0.7333000000716083,0.8333000000715174,1.10450000000003,1.2333000000716083,1.3663000000715328,1.547400000095422,1.8000000000000682]",,
